분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류
클래식,종로구,S.E.PhiA 3rd Concert : Animato,2023-03-19~2023-03-19,꿈의숲 콘서트홀,,만 7세 이상,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33984&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d64959d1ef934c5e8eaccd504be27db7&thumb=Y,2023-03-15,기관,2023-03-19,2023-03-19,기타
교육/체험,송파구,"[한성백제박물관] 2023 상반기 주말가족교육 [백제의 무덤, 영혼의 안식처]",2023-03-18~2023-07-15,한성백제박물관,,초등학생이 있는 가족 대상,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=21129&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5d8d537f403d4c208849300059955470&thumb=Y,2023-02-10,기관,2023-03-18,2023-07-15,어린이/청소년 문화행사
교육/체험,송파구,[한성백제박물관] 2023 상반기 주말문화유산탐방 [백제왕도 탐방],2023-03-18~2023-06-03,한성백제박물관,,초등학생 이상 동반 가족,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=21126&strsearch=&d_s_que=&cpage=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eef6146ee3144587967566724c545243&thumb=Y,2023-02-10,기관,2023-03-18,2023-06-03,어린이/청소년 문화행사
교육/체험,중구,생활 드로잉 [영화를 그리는 시간],2023-03-18~2023-04-29,충무로영상센터 오!재미동 (충무로역),충무로영상센터 오!재미동,서울시민 누구나,60000,,"드로잉의 기초 이론을 배우고 좋아하는 영화의 한 장면을 직접 그려보는 과정입니다. 영화의 한 장면을 그리기 위해 인물 쉽게 그려보기, 채색하기, 장면 구성하기 등의 방법을 실습해봅니다.",,https://www.ohzemidong.co.kr/education/edu_apply_view.php?mode=1&sq=608&page=1&s_txt=a%3A2%3A%7Bs%3A4%3A%22mode%22%3Bs%3A1%3A%221%22%3Bs%3A2%3A%22sq%22%3Bs%3A0%3A%22%22%3B%7D,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a0db3c6c7e3c49b08c159b8adbabee36&thumb=Y,2023-03-07,기관,2023-03-18,2023-04-29,기타
교육/체험,은평구,[구립증산정보도서관]2023 상반기 도란도란 책 누나 동아리 1기,2023-03-18~2023-04-15,가족열람실,, 6~7세 유아 누구나,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1646&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eb723f54b85a4c17a94dda904faf2623&thumb=Y,2023-03-09,기관,2023-03-18,2023-04-15,
전시/미술,서초구,서리풀청년아트갤러리 3월 전시 [Virtual Insanity],2023-03-18~2023-04-14,서리풀청년아트갤러리,,전체,,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=549,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b1af7459b2e94f06868131259e98efb6&thumb=Y,2023-03-17,기관,2023-03-18,2023-04-14,기타
기타,마포구,[3월/성인메이킹] (김동식 작가) 초단편 글쓰기 / Book Cx클래스,2023-03-18~2023-04-08,마포구립서강도서관 3층 Book C,,일반 누구나,무료,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6288,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4a65b12e4ef447dba0797c18e8e17d7&thumb=Y,2023-02-22,기관,2023-03-18,2023-04-08,기타
전시/미술,중구,DDP협력전시 [VIDAK 2023 봄 국제초대전],2023-03-18~2023-03-24,"동대문디자인플라자(DDP) 뮤지엄 디자인둘레길 A,B구간(B2~1F)",,누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=470&boardno=15&bbstopno=470&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b9cb40a72c9b4a928ad210ab46c3cb15&thumb=Y,2023-03-16,기관,2023-03-18,2023-03-24,기타
연극,종로구,즉흥공감극장(Playback Theatre)봄 정기공연,2023-03-18~2023-03-19,꿈의숲 퍼포먼스홀,,전체관람가 ,"1인 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33907&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c53cf425b5a4d65b9d7d640982c3611&thumb=Y,2023-03-03,기관,2023-03-18,2023-03-19,기타
뮤지컬/오페라,종로구,디 오리지널 프렌치뮤지컬 갈라콘서트,2023-03-18~2023-03-19,세종대극장,,8세이상관람가(미취학아동 입장불가) ,"VIP 150,000원, R 120,000원, S 90,000원, A 60,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33843&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ba9f4577d9a745e8b0007c04a61ec8e9&thumb=Y,2023-03-03,기관,2023-03-18,2023-03-19,기타
교육/체험,은평구,[구립증산정보도서관]3.1절 기념 프로그램 '독립운동가가 되어 비밀작전을 수행하라!' ,2023-03-18~2023-03-18, 4층 문화강좌실,,"초등 1~2학년 어린이 8명, 초등 3~4학년 어린이 8명",,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1641&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e9189b34bece47c8a9446ede668e5c47&thumb=Y,2023-03-07,기관,2023-03-18,2023-03-18,
콘서트,성동구,2023 성동문화재단 봄바람 콘서트  '봄이 빛나는 밤에',2023-03-18~2023-03-18,소월아트홀(왕십리역9번출구),,초등학생 이상,홈페이지 참고,,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=831&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=31dc55e2d46d4af293302d996af3c2db&thumb=Y,2023-03-02,기관,2023-03-18,2023-03-18,기타
클래식,종로구,"재능나눔콘서트 '미식음감, 이탈리아 문화 도시 여행 : A.스카를라티 & 이탈리아 피자의 도시 나폴리'",2023-03-18~2023-03-18,서울역사박물관 1층 로비,,일반시민,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0e6573f60064bdbb3094b4dbd68e5bb&thumb=Y,2023-03-14,기관,2023-03-18,2023-03-18,기타
클래식,마포구,마포인재육성장학재단과 함께하는 [2023 신춘음악회],2023-03-18~2023-03-18,마포아트센터 아트홀맥,,8세이상관람가능,"전석 1,000원","뉴서울필하모닉오케스트라(지휘 서희태), 소프라노 강혜정, 바리톤 강형규, 바이올리니스트 박원민",마포인재육성장학재단과 함께하는 <2023 신춘음악회> 새 봄의 싱그러움을 만끽할 수 있는 클래식의 향연,, https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2157&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b4994e13f8534b30be85159c8fdf760e&thumb=Y,2023-02-09,기관,2023-03-18,2023-03-18,문화가 있는 날
연극,중구,코미디 연극 [그놈은 예뻤다],2023-03-18~2023-03-18,충무아트센터 소극장 블루,,만 15세 이상(보호자 동반 시 만 7세이상 관람가능),전석 무료,,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1481,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9c765444d78b4831a9df01ec1616dc84&thumb=Y,2023-03-08,기관,2023-03-18,2023-03-18,기타
연극,구로구,극단 마고 [고목] 2023대한민국연극제 서울대회,2023-03-18~2023-03-18,구로아트밸리 예술극장,,만 8세 이상,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3628&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5659d8e1bcc749c0aa698d7d61d95ad7&thumb=Y,2023-02-15,기관,2023-03-18,2023-03-18,기타
클래식,종로구,"2023 서울시향 우리동네음악회 [이태원 다시, 봄]",2023-03-18~2023-03-18,용산아트홀,,누구나,,,,,https://www.seoulphil.or.kr/perf/view?perfNo=5409&calendarDate=&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a00e3ecdfd43483bb35ba8df68ef53e7&thumb=Y,2023-03-08,기관,2023-03-18,2023-03-18,기타
클래식,종로구,에티카 앙상블과 떠나는 세계음악여행 I,2023-03-18~2023-03-18,꿈의숲 콘서트홀,,만 3세 이상 관람 가능,"전석 25,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33919&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8996a666e68d4363bfbe485ac169a87b&thumb=Y,2023-03-03,기관,2023-03-18,2023-03-18,기타
클래식,종로구,디아트원 제6회 정기연주회 - 봄에 듣는 피아졸라 탱고,2023-03-18~2023-03-18,세종체임버홀,,만7세이상,"R석 70,000원 / S석 40,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33928&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=256e3d378c934a07b0967a0f51ed3ed7&thumb=Y,2023-03-03,기관,2023-03-18,2023-03-18,기타
뮤지컬/오페라,은평구,가족뮤지컬 겨울왕국스토리 겨울이야기,2023-03-18~2023-03-18,은평문화예술회관,,24개월이상,"무등급석 40,000원, 예매할인 25,000원",,,,http://www.ticketlink.co.kr/product/42335,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8cb0b356e6dd45eebdf966ab9711f41e&thumb=Y,2023-02-15,기관,2023-03-18,2023-03-18,기타
교육/체험,노원구,과학관에서 만나는 치매 : 과만치,2023-03-17~2023-03-31,"서울시립과학관 (강연) 1/2층 사이언스홀, (체험강의) 3층 교육실",,치매가 궁금한 성인 누구나,"(강연) 무료 / (체험강의) 1인당 5,000원","강연자 : 변해원 교수(인제대학교 메디컬빅데이터전공), 양동원 교수(서울성모병원 신경과, 대한치매학회 이사장), 정나나 팀장(노원치매안심센터), 이성희 작업치료사(노원치매안심센터)",서울시립과학관에서 진행하는 치매프로그램! 준비된 전문가들의 강연 그리고 VR기기를 활용한 작업치료 체험강의까지!,,https://science.seoul.go.kr/program/lecture?menuId=46,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9740e9dce99c48e5bf84f666f2eff640&thumb=Y,2023-02-10,기관,2023-03-17,2023-03-31,기타
연극,강동구,연극 [러브레터],2023-03-17~2023-03-18,강동아트센터 소극장 드림,,14세 이상 관람가,"R석 44,000원 S석 33,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1915&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae8608574062483c8a3cad5913be6801&thumb=Y,2023-03-08,기관,2023-03-17,2023-03-18,기타
뮤지컬/오페라,금천구,차차차원이 다다른 차원,2023-03-17~2023-03-18,금나래아트홀 공연장,,"12세 이상 시민, 예술가, 지역단체","전석 20,000원(할인 상세페이지 참고)",(출연) 김시연 나유진 박세화 안창현 임영식 임진웅 주선옥 허윤혜,관객참여형 이머시브 창작 뮤지컬,(작가) 배해률 / (연출) 이진엽 / (음악) 세르 지미 / (안무) 권령은,https://url.kr/nbwgpm,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8db30a450ca6409e844ee9c292e32504&thumb=Y,2023-02-17,기관,2023-03-17,2023-03-18,기타
클래식,관악구,[서울시립교향악단] 우리동네 음악회,2023-03-17~2023-03-17,관악아트홀,,8세이상,,,,,https://www.gfac.or.kr/html/concert/concert1_view.html?pk=1677542876021-4323e922-ee15-4afe-a865-a2f755729c8b,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=38397d8dd8104db5894d06f81de5c4f1&thumb=Y,2023-02-28,기관,2023-03-17,2023-03-17,기타
클래식,강남구,강남심포니오케스트라 제97회 정기연주회 MASTERPIECE SERIES Ⅷ,2023-03-17~2023-03-17,예술의전당 콘서트홀,,8세 이상,R석 3만원 / S석 2만원 / A석 1만원,,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform05/66/view.do?mid=gfac_perform0101,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d396286d17e14eefa554f37261381861&thumb=Y,2023-02-15,기관,2023-03-17,2023-03-17,기타
클래식,종로구,못다한 이야기 Unfinished Story,2023-03-17~2023-03-17,세종체임버홀,,만 7세 이상 ,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33945&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8522eaa201814cae987d9f3a2d4789df&thumb=Y,2023-03-03,기관,2023-03-17,2023-03-17,기타
교육/체험,송파구,[한성백제박물관] 중장년층 백제 왕도 탐방,2023-03-16~2023-06-08,한성백제박물관 전시실 및 몽촌토성,,중장년층 6인 이상 단체,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=21166&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e17238d5b013479d930d0262be782be0&thumb=Y,2023-03-10,기관,2023-03-16,2023-06-08,기타
전시/미술,은평구,"파편, 다시 태어나다",2023-03-16~2023-05-28,한문화 너나들이센터  (서울시 은평구 연서로50길 10),,시민 모두,무료,이택수,"이택수 작가의 설치작업 'Re-born’_series와 색<色, Colors>_series를 선보이는 기획전시  ",,https://museum.ep.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4ce617c4ec4446a1b393ff0631e1b784&thumb=Y,2023-03-10,기관,2023-03-16,2023-05-28,
교육/체험,은평구,[구립증산정보도서관]그림책 속 마음 이끄미 샘들과 함께 하는 감정 북큐레이션 '내 마음을 읽어요',2023-03-16~2023-03-30,어린이열람실,,누구나,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1651&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=00eebc217dbd4e5ab39df7255d6c9bad&thumb=Y,2023-03-20,기관,2023-03-16,2023-03-30,
콘서트,중구,2023년 서울시청 시민청 [활력콘서트] 3월 공연,2023-03-16~2023-03-30,서울시청 시민청 지하1층 활짝라운지,,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2633,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=992bd40428db49439d6313eabaaf4fc6&thumb=Y,2023-03-15,기관,2023-03-16,2023-03-30,기타
전시/미술,중구,[공간 공모 지원사업] 홍정임 '느슨한 이미지의 연대',2023-03-16~2023-03-28,서울시청 시민청 지하 1층 시민청 갤러리,,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2620,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3efe15b2d2aa4588ac0fd9b39fe8a08c&thumb=Y,2023-02-28,기관,2023-03-16,2023-03-28,기타
콘서트,종로구,2023 유망신예데뷔콘서트,2023-03-16~2023-03-16,꿈의숲 콘서트홀,,취학 아동부터 입장 가능 ,전석 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33942&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=739e8ef7e724432ea9992aed6731943a&thumb=Y,2023-03-03,기관,2023-03-16,2023-03-16,기타
클래식,종로구,2023 국립심포니오케스트라 실내악시리즈Ⅰ `트리오`,2023-03-16~2023-03-16,세종체임버홀,,8세 이상 관람 가능 ,"R석 30,000원 S석 20,000원 A석 10,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33927&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c2ae93eb4e4d48c7973b36c82303bea8&thumb=Y,2023-03-03,기관,2023-03-16,2023-03-16,기타
교육/체험,은평구,[구립증산정보도서관]어린이 북큐레이션 동아리 책친구,2023-03-15~2023-06-21, 어린이열람실,,초등 3~4학년 8명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1642&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d9e85f60cb954967bec88ff98fab0d07&thumb=Y,2023-03-07,기관,2023-03-15,2023-06-21,
교육/체험,마포구,서교음악배움터 작곡 베이직 클래스,2023-03-15~2023-06-08,"서울생활문화센터 서교 (연습실, 강의실, 다목적실 등)",,바이엘 정도의 초견이 가능한 분,강좌별 월 9만원 (“모두의 음악” 앱 온라인 강의권 표함),,,,https://seogyocenter.or.kr/programnow/?idx=299,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fc783a099ca44c348fa72719ed01b651&thumb=Y,2023-03-03,기관,2023-03-15,2023-06-08,기타
교육/체험,마포구,'모두의음악'과 함께하는 '서교음악배움터',2023-03-15~2023-06-08,"서울생활문화센터 서교 (연습실, 강의실, 다목적실 등)",,누구나,강좌별 월 9만원 (“모두의 음악” 앱 온라인 강의권 표함),,,,https://seogyocenter.or.kr/programnow/?idx=298,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4b70f91fdca74d5d83d8990132c0f6cb&thumb=Y,2023-03-03,기관,2023-03-15,2023-06-08,기타
교육/체험,마포구,서울생활문화센터 서교 음악강좌 ,2023-03-15~2023-06-01,"서울생활문화센터 서교 연습실, 강의실, 다목적실",,일반시민,"월 90,000원",,,,https://seogyocenter.or.kr/noti/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=14246406&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3bf2905882454e5c8e9ebfd52a3d616f&thumb=Y,2023-03-07,기관,2023-03-15,2023-06-01,기타
기타,마포구,[서강도서관] [4월-5월/일반강좌] (전병근 큐레이터) 사피엔스 / 2023년 읽는 인간 호모부커스 Ⅰ,2023-03-15~2023-05-04,3층 세미나실,,일반 20명,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6431,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d48a0ea21b8d4d25977f7e96e4f00bc1&thumb=Y,2023-03-15,기관,2023-03-15,2023-05-04,기타
전시/미술,강동구,예측 가능한 미래展,2023-03-15~2023-04-30,강동아트센터 아트갤러리 그림,,전체관람가,,,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1929&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5d1eea0198d34ca0ba756fe34448e2bd&thumb=Y,2023-03-08,기관,2023-03-15,2023-04-30,기타
교육/체험,종로구,"[서울역사박물관] 우리 따로, 또 같이 - 너와 나의 경희궁",2023-03-15~2023-04-28,"서울역사박물관, 경희궁",,초등학교 1~3학년 자녀를 동반한 양육자,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ad5c56d7f7504655bbd751c3f90e6b3c&thumb=Y,2023-02-17,기관,2023-03-15,2023-04-28,
뮤지컬/오페라,종로구,"왁자지껄 수다 뮤지컬 [다시, 봄]",2023-03-15~2023-04-01,세종S씨어터,,만 7세 이상 관람가 ,"R석 50,000원 / S석 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33877&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b2a9d97efde44bffb016a3aa2478c4f7&thumb=Y,2023-02-01,기관,2023-03-15,2023-04-01,기타
전시/미술,중랑구,사.한국장애인미술협회 설레는 동행전,2023-03-15~2023-03-25,중랑아트센터 제1전시실,,시민 누구나,,,,,https://www.jnac.or.kr/exhibition/exhibit_view.html?pid=86&redir=%2Fexhibition%2Fexhibit_list.html%3Fstatus%3D%26find%3D%26search%3D%26page%3D1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6d6775bde025493bbe5714c7262795b5&thumb=Y,2023-03-10,기관,2023-03-15,2023-03-25,기타
축제-문화/예술,중구,2023 서울패션위크,2023-03-15~2023-03-19,"아트홀 1관, 아트홀 2관, 컨퍼런스홀, 어울림광장 일대",,누구나,"실내(프라이빗티켓), 야외(무료)",,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=563&boardno=16&bbstopno=563&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b70e0dbdc4f4013b1c20d46a931cc28&thumb=Y,2023-03-10,기관,2023-03-15,2023-03-19,기타
클래식,종로구,2023 김호중 클래식 콘서트 [TVAROTTI],2023-03-15~2023-03-16,세종대극장,,만 7세 이상 관람가 ,"VIP석 170,000원 / R석 158,000원 / S석 146,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33947&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=01eecfae16234b348b3785e0e821de61&thumb=Y,2023-03-03,기관,2023-03-15,2023-03-16,기타
연극,구로구,극단 노을 [붉은 오르골] 2023대한민국연극제 서울대회,2023-03-15~2023-03-15,구로아트밸리 예술극장,,미취학아동입장불가,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3627&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c585071f80a34c9793eb584ca81eb5d5&thumb=Y,2023-02-15,기관,2023-03-15,2023-03-15,기타
독주/독창회,종로구,최유리 피아노 독주회,2023-03-15~2023-03-15,세종체임버홀,,미취학아동 입장불가,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33950&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=068f1bcbac854b24a25daae6ad886eb6&thumb=Y,2023-03-03,기관,2023-03-15,2023-03-15,기타
무용,서초구,해설이 있는 발레 [백조의 호수],2023-03-15~2023-03-15,서초문화재단 반포심산아트홀,서초문화재단,"만 5세 이상(등본, 가족관계증명서 확인)","전석 1만4천원(서초구민, 서초문화재단 홈페이지 회원, 학생 50% 할인)",단장 김길용 / 부단장 및 해설 김수연 / 예술감독 홍성욱 / 해설 윤해지 / 와이즈발레단,세계적인 클래식 음악의 거장 음악가 표도르 일리치 차이콥스키(1840~1893)가 작곡한 발레 음악에 율리우스 라이징거의 안무로 모스크바 볼쇼이 극장에서 초연이 이루어져 탄생한 작품으로 안무가 마리우스 프티파와 그의 제자 레프 이바노프가 함께 안무를 재구성하여 지금은 클래식 발레를 대표하는 작품 중 하나로 자리 잡았다.,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=528,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=220708acd2584eaf9766b0d37ea7f1d3&thumb=Y,2023-03-08,기관,2023-03-15,2023-03-15,기타
콘서트,구로구,Candlelight Guitar 서승민,2023-03-15~2023-03-15,오류문화센터 오류아트홀,,8세 이상,"전석 30,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3631&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a38324e65044cbb90c348d20ba7a0e8&thumb=Y,2023-02-23,기관,2023-03-15,2023-03-15,기타
교육/체험,종로구,2023년 운현궁 티타임,2023-03-14~2023-12-15,운현궁 회랑(당 내에서는 체험 불가),,시민 누구나,"15,000원(4인 기준)",,,,https://www.unhyeongung.or.kr/sub/prpgram/event_view.php?sno=0&group=basic&code=B35&category=22&&abmode=view&no=1088&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=71c37cfef7bc4b1aaa909e150d00bf35&thumb=Y,2023-03-14,기관,2023-03-14,2023-12-15,기타
전시/미술,송파구,문화실험공간 호수 특별전시 [토끼의 정원],2023-03-14~2023-05-07,문화실험공간 호수 ,,누구나 ,,,,,https://blog.naver.com/exp_space_hosu/223037591526,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=441be077679c4e5aa858cfb68317074c&thumb=Y,2023-03-07,기관,2023-03-14,2023-05-07,기타
교육/체험,송파구,[휴휴프로그램Ⅱ] ,2023-03-14~2023-03-30,몽촌역사관,,유아와 보호자,,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08ecfd95c12743be92bfbcf2115dd18e&thumb=Y,2023-02-06,기관,2023-03-14,2023-03-30,어린이/청소년 문화행사
전시/미술,중구,[공간 공모 지원사업] 샬린손 '치유를 위한 그림',2023-03-14~2023-03-21,서울시청 시민청 지하1층 시민플라자A,,시민 누구나,무료,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2623,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b4858f4f6ab24b3491198cf65d1d969e&thumb=Y,2023-02-28,기관,2023-03-14,2023-03-21,기타
전시/미술,종로구,[2023 운현궁 기획전시] 공간(전통-현대) 윤병렬 개인전,2023-03-14~2023-03-19,운현궁 기획전시실,,관람객 자유 관람(전체 관람가),,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1087&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7ce99e0f66734ae5be69a244850542f3&thumb=Y,2023-03-13,기관,2023-03-14,2023-03-19,기타
교육/체험,서초구,2023년 서초구립내곡도서관 개관5주년 기념 행사,2023-03-14~2023-03-19,서초구립내곡도서관,,주민 누구나,홈페이지 참고,,,,https://naegok.seocholib.or.kr/NoticeInfoDetail/14311,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=168d64885d1b437e8b729fbbb1e5e937&thumb=Y,2023-03-08,기관,2023-03-14,2023-03-19,기타
클래식,종로구,그리움 그리고 또 사랑,2023-03-14~2023-03-14,꿈의숲 콘서트홀,,7세 이상 관람가,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33951&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=824d5fd169b745b7a4aa00d618ee5870&thumb=Y,2023-03-03,기관,2023-03-14,2023-03-14,기타
클래식,종로구,아밋 펠레드(Amit Peled) & 이선미 리싸이틀,2023-03-14~2023-03-14,세종체임버홀,,만7세 이상,"R석 50,000원 / S석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33917&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe4b0467f029482abbb1315dc0ad4d47&thumb=Y,2023-03-03,기관,2023-03-14,2023-03-14,기타
